KID_ID,UniqueKey,Object on the page,UniqueOrderID,TrialNumber,Point Counter,Action,Correct/Incorrect,IsCorrect,Category,ViewType,Version,Book Description,Condition,Age,Age_Range
8961,2_3,DonkeyThree-Quarter_v3,2,3,1,Point,Incorrect,0,Donkey,Three-Quarter,3,Realistic 2,Realistic,27.2,>= 24mo
8961,2_4,CupSide_v1,2,4,1,Point,Correct,1,Cup,Side,1,Realistic 2,Realistic,27.2,>= 24mo
8961,2_5,CarSide_v3,2,5,1,Point,Correct,1,Car,Side,3,Realistic 2,Realistic,27.2,>= 24mo
8961,2_5,CarSide_v1,2,5,2,Point,Correct,1,Car,Side,1,Realistic 2,Realistic,27.2,>= 24mo
8961,2_6,DuckThree-Quarter_v1,2,6,1,Point,Correct,1,Duck,Three-Quarter,1,Realistic 2,Realistic,27.2,>= 24mo
8961,2_6,DuckSide_v1,2,6,2,Point,Correct,1,Duck,Side,1,Realistic 2,Realistic,27.2,>= 24mo
8961,2_7,ChairSide_v1,2,7,1,Point,Correct,1,Chair,Side,1,Realistic 2,Realistic,27.2,>= 24mo
8961,2_8,DonkeySide_v2,2,8,1,Point,Correct,1,Donkey,Side,2,Realistic 2,Realistic,27.2,>= 24mo
8961,2_9,DuckThree-Quarter_v3,2,9,1,Point,Correct,1,Duck,Three-Quarter,3,Realistic 2,Realistic,27.2,>= 24mo
8961,2_10,ChairThree-Quarter_v4,2,10,1,Point,Correct,1,Chair,Three-Quarter,4,Realistic 2,Realistic,27.2,>= 24mo
8961,2_10,ChairThree-Quarter_v1,2,10,2,Point,Correct,1,Chair,Three-Quarter,1,Realistic 2,Realistic,27.2,>= 24mo
8961,2_11,CarThree-Quarter_v1,2,11,1,Point,Correct,1,Car,Three-Quarter,1,Realistic 2,Realistic,27.2,>= 24mo
8961,2_12,HatThree-Quarter_v1,2,12,1,Point,Correct,1,Hat,Three-Quarter,1,Realistic 2,Realistic,27.2,>= 24mo
8961,2_12,HatSide_v1,2,12,2,Point,Correct,1,Hat,Side,1,Realistic 2,Realistic,27.2,>= 24mo
8961,2_13,DonkeyThree-Quarter_v2,2,13,1,Point,Correct,1,Donkey,Three-Quarter,2,Realistic 2,Realistic,27.2,>= 24mo
8961,2_13,DonkeyThree-Quarter_v1,2,13,2,Point,Correct,1,Donkey,Three-Quarter,1,Realistic 2,Realistic,27.2,>= 24mo
8961,2_14,CupThree-Quarter_v3,2,14,1,Point,Correct,1,Cup,Three-Quarter,3,Realistic 2,Realistic,27.2,>= 24mo
8961,2_15,AirplaneThree-Quarter_v1,2,15,1,Point,Correct,1,Airplane,Three-Quarter,1,Realistic 2,Realistic,27.2,>= 24mo
8961,2_15,CupSide_v2,2,15,2,Point,Correct,1,Cup,Side,2,Realistic 2,Realistic,27.2,>= 24mo
8961,2_16,HatThree-Quarter_v2,2,16,1,Incidental point and naming,Incorrect,0,Hat,Three-Quarter,2,Realistic 2,Realistic,27.2,>= 24mo
8961,2_16,DogSide_v1,2,16,2,Point,Correct,1,Dog,Side,1,Realistic 2,Realistic,27.2,>= 24mo
8621,1_1,CupSide_v1,1,1,1,Point,Correct,1,Cup,Side,1,Geons 1,Geons,30.1,>= 24mo
8621,1_1,CupSide_v3,1,1,2,Point,Correct,1,Cup,Side,3,Geons 1,Geons,30.1,>= 24mo
8621,1_2,ChairSide_v3,1,2,1,Point,Incorrect,0,Chair,Side,3,Geons 1,Geons,30.1,>= 24mo
8621,1_3,DuckThree-Quarter_v4,1,3,1,Point,Correct,1,Duck,Three-Quarter,4,Geons 1,Geons,30.1,>= 24mo
8621,1_4,N/A,1,4,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,30.1,>= 24mo
8621,1_5,DuckThree-Quarter_v1,1,5,1,Point,Correct,1,Duck,Three-Quarter,1,Geons 1,Geons,30.1,>= 24mo
8621,1_5,DuckSide_v1,1,5,2,Point,Correct,1,Duck,Side,1,Geons 1,Geons,30.1,>= 24mo
8621,1_6,N/A,1,6,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,30.1,>= 24mo
8621,1_7,DonkeyThree-Quarter_v3,1,7,1,Point,Correct,1,Donkey,Three-Quarter,3,Geons 1,Geons,30.1,>= 24mo
8621,1_7,CarSide_v4,1,7,2,Point,Incorrect,0,Car,Side,4,Geons 1,Geons,30.1,>= 24mo
8621,1_8,HatSide_v3,1,8,1,Point,Correct,1,Hat,Side,3,Geons 1,Geons,30.1,>= 24mo
8621,1_8,HatThree-Quarter_v3,1,8,2,Point,Correct,1,Hat,Three-Quarter,3,Geons 1,Geons,30.1,>= 24mo
8621,1_9,HatSide_v1,1,9,1,Point,Correct,1,Hat,Side,1,Geons 1,Geons,30.1,>= 24mo
8621,1_10,N/A,1,10,1,Point,Incorrect,0,#N/A,#N/A,#N/A,Geons 1,Geons,30.1,>= 24mo
8621,1_11,DuckSide_v2,1,11,1,Incidental point and naming,Incorrect,0,Duck,Side,2,Geons 1,Geons,30.1,>= 24mo
8621,1_12,AirplaneThree-Quarter_v1,1,12,1,Point,Correct,1,Airplane,Three-Quarter,1,Geons 1,Geons,30.1,>= 24mo
8621,1_12,DuckSide_v2,1,12,2,Incidental point and naming,Incorrect,0,Duck,Side,2,Geons 1,Geons,30.1,>= 24mo
8621,1_13,ChairSide_v1,1,13,1,Point,Correct,1,Chair,Side,1,Geons 1,Geons,30.1,>= 24mo
8621,1_13,ChairSide_v2,1,13,2,Point,Correct,1,Chair,Side,2,Geons 1,Geons,30.1,>= 24mo
8621,1_14,ChairThree-Quarter_v2,1,14,1,Point,Correct,1,Chair,Three-Quarter,2,Geons 1,Geons,30.1,>= 24mo
8621,1_15,CupThree-Quarter_v1,1,15,1,Point,Correct,1,Cup,Three-Quarter,1,Geons 1,Geons,30.1,>= 24mo
8621,1_15,ChairSide_v4,1,15,2,Incidental point and naming,Incorrect,0,Chair,Side,4,Geons 1,Geons,30.1,>= 24mo
8621,1_16,AirplaneThree-Quarter_v2,1,16,1,Point,Correct,1,Airplane,Three-Quarter,2,Geons 1,Geons,30.1,>= 24mo
8621,1_16,DuckThree-Quarter_v3,1,16,2,Incidental point and naming,Incorrect,0,Duck,Three-Quarter,3,Geons 1,Geons,30.1,>= 24mo
8261,2_1,AirplaneSide_v2,2,1,1,Point,Correct,1,Airplane,Side,2,Realistic 2,Realistic,32.4,>= 24mo
8261,2_2,HatSide_v3,2,2,1,Point,Correct,1,Hat,Side,3,Realistic 2,Realistic,32.4,>= 24mo
8261,2_3,DogSide_v2,2,3,1,Point,Correct,1,Dog,Side,2,Realistic 2,Realistic,32.4,>= 24mo
8261,2_4,CupSide_v1,2,4,1,Point,Correct,1,Cup,Side,1,Realistic 2,Realistic,32.4,>= 24mo
8261,2_5,CarSide_v3,2,5,1,Point,Correct,1,Car,Side,3,Realistic 2,Realistic,32.4,>= 24mo
8261,2_5,AirplaneThree-Quarter_v3,2,5,1,Point,Incorrect,0,Airplane,Three-Quarter,3,Realistic 2,Realistic,32.4,>= 24mo
8261,2_6,DuckThree-Quarter_v1,2,6,1,Point,Correct,1,Duck,Three-Quarter,1,Realistic 2,Realistic,32.4,>= 24mo
8261,2_6,DuckSide_v1,2,6,2,Point,Correct,1,Duck,Side,1,Realistic 2,Realistic,32.4,>= 24mo
8261,2_7,ChairSide_v1,2,7,1,Point,Correct,1,Chair,Side,1,Realistic 2,Realistic,32.4,>= 24mo
8261,2_8,DogThree-Quarter_v4,2,8,1,Point,Incorrect,0,Dog,Three-Quarter,4,Realistic 2,Realistic,32.4,>= 24mo
8261,2_9,DuckThree-Quarter_v3,2,9,1,Point,Correct,1,Duck,Three-Quarter,3,Realistic 2,Realistic,32.4,>= 24mo
8261,2_10,ChairThree-Quarter_v4,2,10,1,Point,Correct,1,Chair,Three-Quarter,4,Realistic 2,Realistic,32.4,>= 24mo
8261,2_11,CarThree-Quarter_v1,2,11,1,Point,Correct,1,Car,Three-Quarter,1,Realistic 2,Realistic,32.4,>= 24mo
8261,2_12,HatThree-Quarter_v1,2,12,1,Point,Correct,1,Hat,Three-Quarter,1,Realistic 2,Realistic,32.4,>= 24mo
8261,2_12,DogSide_v4,2,12,2,Incidental point and naming,Incorrect,0,Dog,Side,4,Realistic 2,Realistic,32.4,>= 24mo
8261,2_13,DonkeyThree-Quarter_v2,2,13,1,Point,Correct,1,Donkey,Three-Quarter,2,Realistic 2,Realistic,32.4,>= 24mo
8261,2_13,HatThree-Quarter_v2,2,13,2,Point,Incorrect,0,Hat,Three-Quarter,2,Realistic 2,Realistic,32.4,>= 24mo
8261,2_14,CupThree-Quarter_v3,2,14,1,Point,Correct,1,Cup,Three-Quarter,3,Realistic 2,Realistic,32.4,>= 24mo
8261,2_15,AirplaneThree-Quarter_v1,2,15,1,Point,Correct,1,Airplane,Three-Quarter,1,Realistic 2,Realistic,32.4,>= 24mo
8261,2_15,AirplaneSide_v1,2,15,2,Point,Correct,1,Airplane,Side,1,Realistic 2,Realistic,32.4,>= 24mo
8261,2_16,DogThree-Quarter_v2,2,16,1,Point,Correct,1,Dog,Three-Quarter,2,Realistic 2,Realistic,32.4,>= 24mo
8261,2_16,DogSide_v1,2,16,2,Point,Correct,1,Dog,Side,1,Realistic 2,Realistic,32.4,>= 24mo
11878,1_1,CupSide_v1,1,1,1,Point,Correct,1,Cup,Side,1,Geons 1,Geons,25,>= 24mo
11878,1_1,CupSide_v3,1,1,2,Point,Correct,1,Cup,Side,3,Geons 1,Geons,25,>= 24mo
11878,1_2,HatSide_v4,1,2,1,Point,Incorrect,0,Hat,Side,4,Geons 1,Geons,25,>= 24mo
11878,1_2,AirplaneThree-Quarter_v4,1,2,2,Point,Incorrect,0,Airplane,Three-Quarter,4,Geons 1,Geons,25,>= 24mo
11878,1_3,DuckThree-Quarter_v4,1,3,1,Point,Correct,1,Duck,Three-Quarter,4,Geons 1,Geons,25,>= 24mo
11878,1_4,HatSide_v2,1,4,1,Point,Incorrect,0,Hat,Side,2,Geons 1,Geons,25,>= 24mo
11878,1_5,DuckSide_v1,1,5,1,Point,Correct,1,Duck,Side,1,Geons 1,Geons,25,>= 24mo
11878,1_5,DuckThree-Quarter_v1,1,5,2,Point,Correct,1,Duck,Three-Quarter,1,Geons 1,Geons,25,>= 24mo
11878,1_6,DogSide_v2,1,6,1,Point,Correct,1,Dog,Side,2,Geons 1,Geons,25,>= 24mo
11878,1_6,DogSide_v1,1,6,2,Point,Correct,1,Dog,Side,1,Geons 1,Geons,25,>= 24mo
11878,1_7,ChairSide_v3,1,7,1,Point,Incorrect,0,Chair,Side,3,Geons 1,Geons,25,>= 24mo
11878,1_7,CarSide_v4,1,7,2,Point,Incorrect,0,Car,Side,4,Geons 1,Geons,25,>= 24mo
11878,1_8,HatThree-Quarter_v3,1,8,1,Point,Correct,1,Hat,Three-Quarter,3,Geons 1,Geons,25,>= 24mo
11878,1_8,HatSide_v3,1,8,2,Point,Correct,1,Hat,Side,3,Geons 1,Geons,25,>= 24mo
11878,1_9,HatSide_v1,1,9,1,Point,Correct,1,Hat,Side,1,Geons 1,Geons,25,>= 24mo
11878,1_10,ChairSide_v4,1,10,1,Point,Incorrect,0,Chair,Side,4,Geons 1,Geons,25,>= 24mo
11878,1_11,DogThree-Quarter_v2,1,11,1,Point,Correct,1,Dog,Three-Quarter,2,Geons 1,Geons,25,>= 24mo
11878,1_12,AirplaneThree-Quarter_v1,1,12,1,Point,Correct,1,Airplane,Three-Quarter,1,Geons 1,Geons,25,>= 24mo
11878,1_13,ChairSide_v1,1,13,1,Point,Correct,1,Chair,Side,1,Geons 1,Geons,25,>= 24mo
11878,1_13,ChairSide_v2,1,13,2,Point,Correct,1,Chair,Side,2,Geons 1,Geons,25,>= 24mo
11878,1_14,ChairThree-Quarter_v2,1,14,1,Point,Correct,1,Chair,Three-Quarter,2,Geons 1,Geons,25,>= 24mo
11878,1_15,CupThree-Quarter_v1,1,15,1,Point,Correct,1,Cup,Three-Quarter,1,Geons 1,Geons,25,>= 24mo
11878,1_16,AirplaneThree-Quarter_v2,1,16,1,Point,Correct,1,Airplane,Three-Quarter,2,Geons 1,Geons,25,>= 24mo
11878,1_16,ChairSide_v3,1,16,2,Point,Incorrect,0,Chair,Side,3,Geons 1,Geons,25,>= 24mo
9256,2_1,AirplaneSide_v2,2,1,1,Point,Correct,1,Airplane,Side,2,Realistic 2,Realistic,25.3,>= 24mo
9256,2_2,CupThree-Quarter_v4,2,2,1,Point,Incorrect,0,Cup,Three-Quarter,4,Realistic 2,Realistic,25.3,>= 24mo
9256,2_3,DogSide_v2,2,3,1,Point,Correct,1,Dog,Side,2,Realistic 2,Realistic,25.3,>= 24mo
9256,2_3,DonkeyThree-Quarter_v3,2,3,2,Point,Incorrect,0,Donkey,Three-Quarter,3,Realistic 2,Realistic,25.3,>= 24mo
9256,2_4,CupSide_v1,2,4,1,Point,Correct,1,Cup,Side,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_5,CarSide_v3,2,5,1,Point,Correct,1,Car,Side,3,Realistic 2,Realistic,25.3,>= 24mo
9256,2_5,CarSide_v1,2,5,2,Point,Correct,1,Car,Side,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_6,DuckSide_v1,2,6,1,Point,Correct,1,Duck,Side,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_6,DuckThree-Quarter_v1,2,6,2,Point,Correct,1,Duck,Three-Quarter,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_7,ChairSide_v1,2,7,1,Point,Correct,1,Chair,Side,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_8,DonkeySide_v2,2,8,1,Point,Correct,1,Donkey,Side,2,Realistic 2,Realistic,25.3,>= 24mo
9256,2_9,DuckThree-Quarter_v3,2,9,1,Point,Correct,1,Duck,Three-Quarter,3,Realistic 2,Realistic,25.3,>= 24mo
9256,2_10,ChairThree-Quarter_v1,2,10,1,Point,Correct,1,Chair,Three-Quarter,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_10,ChairThree-Quarter_v4,2,10,2,Point,Correct,1,Chair,Three-Quarter,4,Realistic 2,Realistic,25.3,>= 24mo
9256,2_11,CarThree-Quarter_v1,2,11,1,Point,Correct,1,Car,Three-Quarter,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_12,HatThree-Quarter_v1,2,12,1,Point,Correct,1,Hat,Three-Quarter,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_12,HatSide_v1,2,12,2,Point,Correct,1,Hat,Side,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_13,DonkeyThree-Quarter_v2,2,13,1,Point,Correct,1,Donkey,Three-Quarter,2,Realistic 2,Realistic,25.3,>= 24mo
9256,2_13,DonkeyThree-Quarter_v1,2,13,2,Point,Correct,1,Donkey,Three-Quarter,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_14,CupThree-Quarter_v1,2,14,1,Point,Correct,1,Cup,Three-Quarter,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_14,CupThree-Quarter_v3,2,14,2,Point,Correct,1,Cup,Three-Quarter,3,Realistic 2,Realistic,25.3,>= 24mo
9256,2_15,AirplaneThree-Quarter_v1,2,15,1,Point,Correct,1,Airplane,Three-Quarter,1,Realistic 2,Realistic,25.3,>= 24mo
9256,2_16,DonkeyThree-Quarter_v4,2,16,1,Point,Incorrect,0,Donkey,Three-Quarter,4,Realistic 2,Realistic,25.3,>= 24mo
9256,2_16,DogSide_v1,2,16,2,Point,Correct,1,Dog,Side,1,Realistic 2,Realistic,25.3,>= 24mo
10843,2_1,AirplaneSide_v2,2,1,1,Point,Correct,1,Airplane,Side,2,Realistic 2,Realistic,29.8,>= 24mo
10843,2_2,HatSide_v3,2,2,1,Point,Correct,1,Hat,Side,3,Realistic 2,Realistic,29.8,>= 24mo
10843,2_3,DogSide_v2,2,3,1,Point,Correct,1,Dog,Side,2,Realistic 2,Realistic,29.8,>= 24mo
10843,2_4,CupSide_v1,2,4,1,Point,Correct,1,Cup,Side,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_5,CarSide_v3,2,5,1,Point,Correct,1,Car,Side,3,Realistic 2,Realistic,29.8,>= 24mo
10843,2_5,CarSide_v1,2,5,2,Point,Correct,1,Car,Side,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_6,DuckThree-Quarter_v1,2,6,1,Point,Correct,1,Duck,Three-Quarter,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_6,DuckSide_v1,2,6,2,Point,Correct,1,Duck,Side,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_7,ChairSide_v1,2,7,1,Point,Correct,1,Chair,Side,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_8,DonkeySide_v2,2,8,1,Point,Correct,1,Donkey,Side,2,Realistic 2,Realistic,29.8,>= 24mo
10843,2_9,DuckThree-Quarter_v3,2,9,1,Point,Correct,1,Duck,Three-Quarter,3,Realistic 2,Realistic,29.8,>= 24mo
10843,2_10,ChairThree-Quarter_v1,2,10,1,Point,Correct,1,Chair,Three-Quarter,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_10,ChairThree-Quarter_v4,2,10,2,Point,Correct,1,Chair,Three-Quarter,4,Realistic 2,Realistic,29.8,>= 24mo
10843,2_11,CarThree-Quarter_v1,2,11,1,Point,Correct,1,Car,Three-Quarter,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_12,HatSide_v1,2,12,1,Point,Correct,1,Hat,Side,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_12,HatThree-Quarter_v1,2,12,2,Point,Correct,1,Hat,Three-Quarter,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_13,DonkeyThree-Quarter_v1,2,13,1,Point,Correct,1,Donkey,Three-Quarter,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_13,DonkeyThree-Quarter_v2,2,13,2,Point,Correct,1,Donkey,Three-Quarter,2,Realistic 2,Realistic,29.8,>= 24mo
10843,2_14,CupThree-Quarter_v1,2,14,1,Point,Correct,1,Cup,Three-Quarter,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_14,CupThree-Quarter_v3,2,14,2,Point,Correct,1,Cup,Three-Quarter,3,Realistic 2,Realistic,29.8,>= 24mo
10843,2_15,AirplaneSide_v1,2,15,1,Point,Correct,1,Airplane,Side,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_15,AirplaneThree-Quarter_v1,2,15,2,Point,Correct,1,Airplane,Three-Quarter,1,Realistic 2,Realistic,29.8,>= 24mo
10843,2_16,DogThree-Quarter_v2,2,16,1,Point,Correct,1,Dog,Three-Quarter,2,Realistic 2,Realistic,29.8,>= 24mo
10843,2_16,DogSide_v1,2,16,2,Point,Correct,1,Dog,Side,1,Realistic 2,Realistic,29.8,>= 24mo
8600,1_1,CupSide_v1,1,1,1,Point,Correct,1,Cup,Side,1,Geons 1,Geons,30.3,>= 24mo
8600,1_1,CupSide_v3,1,1,2,Point,Correct,1,Cup,Side,3,Geons 1,Geons,30.3,>= 24mo
8600,1_2,HatSide_v4,1,2,1,Point,Incorrect,0,Hat,Side,4,Geons 1,Geons,30.3,>= 24mo
8600,1_2,CarSide_v3,1,2,2,Point,Correct,1,Car,Side,3,Geons 1,Geons,30.3,>= 24mo
8600,1_3,DuckThree-Quarter_v4,1,3,1,Point,Correct,1,Duck,Three-Quarter,4,Geons 1,Geons,30.3,>= 24mo
8600,1_4,AirplaneThree-Quarter_v3,1,4,1,Point,Incorrect,0,Airplane,Three-Quarter,3,Geons 1,Geons,30.3,>= 24mo
8600,1_5,DuckSide_v1,1,5,1,Point,Correct,1,Duck,Side,1,Geons 1,Geons,30.3,>= 24mo
8600,1_5,DuckThree-Quarter_v1,1,5,2,Point,Correct,1,Duck,Three-Quarter,1,Geons 1,Geons,30.3,>= 24mo
8600,1_6,HatSide_v4,1,6,1,Point,Incorrect,0,Hat,Side,4,Geons 1,Geons,30.3,>= 24mo
8600,1_6,AirplaneThree-Quarter_v4,1,6,2,Point,Incorrect,0,Airplane,Three-Quarter,4,Geons 1,Geons,30.3,>= 24mo
8600,1_7,DonkeyThree-Quarter_v3,1,7,1,Point,Correct,1,Donkey,Three-Quarter,3,Geons 1,Geons,30.3,>= 24mo
8600,1_8,HatThree-Quarter_v3,1,8,1,Point,Correct,1,Hat,Three-Quarter,3,Geons 1,Geons,30.3,>= 24mo
8600,1_8,HatSide_v3,1,8,2,Point,Correct,1,Hat,Side,3,Geons 1,Geons,30.3,>= 24mo
8600,1_9,HatSide_v1,1,9,1,Point,Correct,1,Hat,Side,1,Geons 1,Geons,30.3,>= 24mo
8600,1_10,DonkeySide_v3,1,10,1,Point,Correct,1,Donkey,Side,3,Geons 1,Geons,30.3,>= 24mo
8600,1_11,AirplaneThree-Quarter_v3,1,11,1,Incidental point and naming,Incorrect,0,Airplane,Three-Quarter,3,Geons 1,Geons,30.3,>= 24mo
8600,1_12,AirplaneThree-Quarter_v1,1,12,1,Point,Correct,1,Airplane,Three-Quarter,1,Geons 1,Geons,30.3,>= 24mo
8600,1_13,ChairSide_v1,1,13,1,Point,Correct,1,Chair,Side,1,Geons 1,Geons,30.3,>= 24mo
8600,1_13,DogSide_v4,1,13,2,Point,Incorrect,0,Dog,Side,4,Geons 1,Geons,30.3,>= 24mo
8600,1_14,ChairThree-Quarter_v2,1,14,1,Point,Correct,1,Chair,Three-Quarter,2,Geons 1,Geons,30.3,>= 24mo
8600,1_14,DogSide_v3,1,14,2,Point,Incorrect,0,Dog,Side,3,Geons 1,Geons,30.3,>= 24mo
8600,1_15,CupThree-Quarter_v1,1,15,1,Point,Correct,1,Cup,Three-Quarter,1,Geons 1,Geons,30.3,>= 24mo
8600,1_16,AirplaneSide_v1,1,16,1,Point,Correct,1,Airplane,Side,1,Geons 1,Geons,30.3,>= 24mo
8600,1_16,CarSide_v4,1,16,2,Point,Incorrect,0,Car,Side,4,Geons 1,Geons,30.3,>= 24mo
10150,2_1,CarThree-Quarter_v2,2,1,1,Incidental point and naming,Incorrect,0,Car,Three-Quarter,2,Realistic 2,Realistic,24.7,>= 24mo
10150,2_1,DuckSide_v4,2,1,2,Point,Incorrect,0,Duck,Side,4,Realistic 2,Realistic,24.7,>= 24mo
10150,2_2,HatSide_v3,2,2,2,Point,Correct,1,Hat,Side,3,Realistic 2,Realistic,24.7,>= 24mo
10150,2_3,DogSide_v2,2,3,1,Point,Correct,1,Dog,Side,2,Realistic 2,Realistic,24.7,>= 24mo
10150,2_3,DonkeyThree-Quarter_v3,2,3,2,Point,Incorrect,0,Donkey,Three-Quarter,3,Realistic 2,Realistic,24.7,>= 24mo
10150,2_4,CupSide_v1,2,4,1,Point,Correct,1,Cup,Side,1,Realistic 2,Realistic,24.7,>= 24mo
10150,2_5,CarSide_v1,2,5,1,Point,Correct,1,Car,Side,1,Realistic 2,Realistic,24.7,>= 24mo
10150,2_5,CarSide_v3,2,5,2,Point,Correct,1,Car,Side,3,Realistic 2,Realistic,24.7,>= 24mo
10150,2_6,DuckSide_v1,2,6,1,Point,Correct,1,Duck,Side,1,Realistic 2,Realistic,24.7,>= 24mo
10150,2_6,DuckThree-Quarter_v1,2,6,2,Point,Correct,1,Duck,Three-Quarter,1,Realistic 2,Realistic,24.7,>= 24mo
10150,2_7,ChairSide_v1,2,7,1,Point,Correct,1,Chair,Side,1,Realistic 2,Realistic,24.7,>= 24mo
10150,2_7,CupThree-Quarter_v4,2,7,2,Point,Incorrect,0,Cup,Three-Quarter,4,Realistic 2,Realistic,24.7,>= 24mo
10150,2_8,DonkeySide_v2,2,8,1,Point,Correct,1,Donkey,Side,2,Realistic 2,Realistic,24.7,>= 24mo
10150,2_9,DuckThree-Quarter_v3,2,9,1,Point,Correct,1,Duck,Three-Quarter,3,Realistic 2,Realistic,24.7,>= 24mo
10150,2_9,CupThree-Quarter_v4,2,9,2,Point,Incorrect,0,Cup,Three-Quarter,4,Realistic 2,Realistic,24.7,>= 24mo
10150,2_10,ChairThree-Quarter_v4,2,10,1,Point,Correct,1,Chair,Three-Quarter,4,Realistic 2,Realistic,24.7,>= 24mo
10150,2_11,CarThree-Quarter_v1,2,11,1,Point,Correct,1,Car,Three-Quarter,1,Realistic 2,Realistic,24.7,>= 24mo
10150,2_12,HatThree-Quarter_v1,2,12,1,Point,Correct,1,Hat,Three-Quarter,1,Realistic 2,Realistic,24.7,>= 24mo
10150,2_12,CupSide_v2,2,12,2,Point,Incorrect,0,Cup,Side,2,Realistic 2,Realistic,24.7,>= 24mo
10150,2_13,N/A,2,13,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Realistic 2,Realistic,24.7,>= 24mo
10150,2_14,N/A,2,14,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Realistic 2,Realistic,24.7,>= 24mo
10150,2_15,N/A,2,15,1,No Answer,Incorrect,0,#N/A,#N/A,#N/A,Realistic 2,Realistic,24.7,>= 24mo
10150,2_16,DonkeyThree-Quarter_v4,2,16,1,Point,Incorrect,0,Donkey,Three-Quarter,4,Realistic 2,Realistic,24.7,>= 24mo
10150,2_16,DogThree-Quarter_v2,2,16,2,Point,Correct,1,Dog,Three-Quarter,2,Realistic 2,Realistic,24.7,>= 24mo
9438,2_1,DuckSide_v4,2,1,1,Point,Incorrect,0,Duck,Side,4,Realistic 2,Realistic,24.1,>= 24mo
9438,2_2,HatSide_v3,2,2,1,Point,Correct,1,Hat,Side,3,Realistic 2,Realistic,24.1,>= 24mo
9438,2_3,CupThree-Quarter_v4,2,3,1,Point,Incorrect,0,Cup,Three-Quarter,4,Realistic 2,Realistic,24.1,>= 24mo
9438,2_3,DogSide_v2,2,3,2,Point,Correct,1,Dog,Side,2,Realistic 2,Realistic,24.1,>= 24mo
9438,2_4,CupSide_v1,2,4,1,Point,Correct,1,Cup,Side,1,Realistic 2,Realistic,24.1,>= 24mo
9438,2_5,CarSide_v1,2,5,1,Point,Correct,1,Car,Side,1,Realistic 2,Realistic,24.1,>= 24mo
9438,2_5,CarSide_v3,2,5,2,Point,Correct,1,Car,Side,3,Realistic 2,Realistic,24.1,>= 24mo
9438,2_6,DuckSide_v1,2,6,1,Point,Correct,1,Duck,Side,1,Realistic 2,Realistic,24.1,>= 24mo
9438,2_6,DuckThree-Quarter_v1,2,6,2,Point,Correct,1,Duck,Three-Quarter,1,Realistic 2,Realistic,24.1,>= 24mo
9438,2_7,ChairSide_v1,2,7,1,Point,Correct,1,Chair,Side,1,Realistic 2,Realistic,24.1,>= 24mo
9438,2_8,DonkeySide_v2,2,8,1,Point,Correct,1,Donkey,Side,2,Realistic 2,Realistic,24.1,>= 24mo
9438,2_9,DuckThree-Quarter_v3,2,9,1,Point,Correct,1,Duck,Three-Quarter,3,Realistic 2,Realistic,24.1,>= 24mo
9438,2_10,ChairThree-Quarter_v4,2,10,1,Point,Correct,1,Chair,Three-Quarter,4,Realistic 2,Realistic,24.1,>= 24mo
9438,2_10,ChairThree-Quarter_v4,2,10,2,Point,Correct,1,Chair,Three-Quarter,4,Realistic 2,Realistic,24.1,>= 24mo
9438,2_11,CarThree-Quarter_v1,2,11,1,Point,Correct,1,Car,Three-Quarter,1,Realistic 2,Realistic,24.1,>= 24mo
9438,2_12,HatThree-Quarter_v1,2,12,1,Point,Correct,1,Hat,Three-Quarter,1,Realistic 2,Realistic,24.1,>= 24mo
9438,2_12,HatSide_v1,2,12,2,Point,Correct,1,Hat,Side,1,Realistic 2,Realistic,24.1,>= 24mo
9438,2_13,DonkeyThree-Quarter_v2,2,13,1,Point,Correct,1,Donkey,Three-Quarter,2,Realistic 2,Realistic,24.1,>= 24mo
